Txn Date,Quarter,Description,Type,Details,Amount,Apartment Number
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,B201
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,B202
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,B301
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,B302
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C001
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,C002
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C003
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C101
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,C102
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C103
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C201
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,C202
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C203
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C301
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,C302
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,C303
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D001
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,D002
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D003
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D101
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,D102
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D103
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D201
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,D202
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D203
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D301
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,D303
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,E001
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,E002
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,E101
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,E102
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,E201
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,E202
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,26834,E301
01-07-2026,Q2,Invoice 2026MNQ2,Invoice,2026MNQ2,24400,E302
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A001
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A002
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A101
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A102
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A201
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A202
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A301
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,A302
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B001
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B002
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B101
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B102
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B201
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B202
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B301
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,B302
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C001
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,C002
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C003
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C101
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,C102
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C103
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C201
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,C202
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C203
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C301
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,C302
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,C303
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D001
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,D002
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D003
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D101
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,D102
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D103
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D201
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,D202
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D203
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D301
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,D303
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,E001
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,E002
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,E101
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,E102
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,E201
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,E202
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,26833,E301
01-10-2026,Q3,Invoice 2026MNQ3,Invoice,2026MNQ3,24400,E302
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A001
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A002
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A101
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A102
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A201
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A202
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A301
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,A302
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B001
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B002
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B101
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B102
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B201
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B202
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B301
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,B302
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C001
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,C002
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C003
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C101
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,C102
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C103
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C201
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,C202
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C203
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C301
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,C302
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,C303
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D001
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,D002
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D003
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D101
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,D102
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D103
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D201
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,D202
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D203
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D301
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,D303
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,E001
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,E002
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,E101
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,E102
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,E201
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,E202
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,26833,E301
01-01-2027,Q4,Invoice 2026MNQ4,Invoice,2026MNQ4,24400,E302
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A001
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A002
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A101
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A102
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A201
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A202
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A301
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,A302
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B001
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B002
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B101
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B102
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B201
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B202
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B301
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,B302
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C001
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C002
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C003
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C101
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C102
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C103
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C201
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C202
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C203
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C301
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C302
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,C303
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D001
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D002
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D003
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D101
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D102
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D103
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D201
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D202
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D203
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D301
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,D303
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E001
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E002
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E101
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E102
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E201
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E202
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E301
01-08-2026,Q2,Invoice 2026SPC_Aug,Invoice,2026SPC_Aug,10000,E302
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A001
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A002
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A101
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A102
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A201
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A202
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A301
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,A302
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B001
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B002
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B101
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B102
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B201
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B202
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B301
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,B302
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C001
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C002
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C003
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C101
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C102
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C103
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C201
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C202
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C203
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C301
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C302
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,C303
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D001
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D002
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D003
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D101
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D102
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D103
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D201
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D202
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D203
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D301
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,D303
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E001
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E002
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E101
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E102
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E201
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E202
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E301
01-09-2026,Q2,Invoice 2026SPC_Sep,Invoice,2026SPC_Sep,10000,E302
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A001
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A002
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A101
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A102
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A201
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A202
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A301
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,A302
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B001
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B002
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B101
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B102
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B201
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B202
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B301
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,B302
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C001
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C002
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C003
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C101
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C102
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C103
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C201
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C202
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C203
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C301
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C302
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,C303
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D001
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D002
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D003
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D101
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D102
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D103
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D201
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D202
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D203
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D301
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,D303
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E001
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E002
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E101
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E102
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E201
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E202
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E301
01-10-2026,Q3,Invoice 2026SPC_Oct,Invoice,2026SPC_Oct,10000,E302
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A001
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A002
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A101
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A102
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A201
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A202
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A301
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,A302
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B001
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B002
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B101
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B102
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B201
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B202
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B301
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,B302
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C001
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C002
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C003
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C101
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C102
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C103
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C201
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C202
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C203
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C301
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C302
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,C303
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D001
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D002
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D003
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D101
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D102
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D103
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D201
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D202
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D203
01-11-2026,Q3,Invoice 2026SPC_Nov,Invoice,2026SPC_Nov,10000,D301
